Mixing_Speed_RPM,Reducing_Agent_NaBH4,Reducing_Agent_ascorbic_acid,Reducing_Agent_citrate,Stabilizer_CTAB,Stabilizer_PEG,Stabilizer_PVP,Stabilizer_citrate,Precursor_Conc_mM,pH,Temperature_C,Reaction_Time_min,Particle_Size_nm,Zeta_Potential_mV,Polydispersity,Drug_Loading_Efficiency_%,Targeting_Efficiency_%,Cytotoxicity_%
0.7582,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.831759603085289,11.0,42.0,5.0,15.0,0.27380940330199405,0.5530512037459673,1.0,0.45490459373397785,0.5722774699749549
0.4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2557543769020618,11.0,26.0,65.0,20.0,0.7970813328911364,0.32411881470257775,0.8074990318578773,0.47252057705722916,0.33052578851106734
0.1627,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.771064980085848,10.0,64.0,8.0,36.0,0.2740786973439156,0.6550531464841122,1.0,1.0,0.2911835768558275
0.2645,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9469714678989417,5.5,18.0,87.0,17.0,0.05458890902825797,0.5102596906285833,0.8296457079664324,0.404172517325435,0.47682915092595934
0.7418,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.616971594989159,10.5,20.0,87.0,16.0,0.23060030589228886,0.237094689110664,1.0,0.725181504990032,0.4439703732122222
0.4973,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.7860001245344173,10.5,15.0,79.0,15.0,0.20833636445366605,0.4053051453522668,1.0,0.345282907436121,0.5748547043751164
0.6745,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.8100696313259435,9.5,47.0,5.0,16.0,0.2512618613251778,0.5273975916832143,1.0,0.8547040363119344,0.44575147156381645
0.0609,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0062079309974536,5.0,98.0,5.0,43.0,0.08997313091333076,0.7343666453249197,1.0,1.0,0.21505682381596103
0.1555,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.435542582143512,8.5,42.0,5.0,22.0,0.2533050940556394,0.883965949199767,0.9075658863716493,0.46063811567352975,0.2747210122095167
0.2909,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.258145210859444,9.0,46.0,13.0,31.0,0.2578321574015735,0.5680224008045378,1.0,1.0,0.13844675660312106
0.4791,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.3976057630842207,4.5,44.0,23.0,27.0,0.9219496474423272,0.3538845574486791,0.3012517796508515,0.35792027957491024,0.7702247817496513
0.8727,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.2303791292443276,6.5,72.0,5.0,21.0,0.15151910363019183,0.16660299158292524,0.8526185406401493,0.489803015103782,0.44768982533906787
0.0091,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.352311595096515,5.0,73.0,5.0,46.0,0.24966105309858033,0.8099299941907848,0.9412914350131453,0.9918586393428005,0.16881530892991103
0.8818,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.94464105030601,4.5,86.0,5.0,33.0,0.02402814755484617,0.34819794715154806,0.7246722661039332,0.620165347125224,0.32763065141756104
0.4027,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.6323738809357353,3.0,99.0,8.0,53.0,0.804862346459376,0.5170537232734055,0.20054695876845552,0.6140020330714999,0.6504799506342273
0.9818,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.255563694910978,8.5,29.0,27.0,15.0,0.24328186623108605,0.29919589890661624,0.7465510830165693,0.4429795334306984,0.526532707289856
0.4127,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.9331424427576023,8.5,48.0,11.0,22.0,0.2539905881223412,0.4247211985947117,1.0,0.9480688322194751,0.24128378849478183
0.2664,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.9479632028048348,8.0,84.0,5.0,40.0,0.02328812372938155,0.47388554234977065,0.8285427175760031,0.8691176966106519,0.34996276492202727
0.4309,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5701386424369708,9.0,18.0,39.0,15.0,0.2020917889279807,0.5695229137237632,1.0,0.5380087627236806,0.5111916756535375
0.83,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9380970096924633,7.5,92.0,5.0,34.0,0.2688056442432545,0.2438036106520266,0.756380370191727,0.751410295476089,0.2591123474971691
0.9991,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.942031421998969,9.0,36.0,20.0,18.0,0.04808708575032511,0.26464948758509355,1.0,0.8563594121565584,0.31463546429715744
0.6809,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.6904354720429793,8.0,58.0,5.0,24.0,0.23009019797852254,0.4806060736332234,0.7848658050564249,0.6521112625561639,0.20598805075882198
0.0718,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.03407996451035,10.0,67.0,5.0,30.0,0.24047457470278472,0.6865264301905049,0.6422376075842858,0.542929220849115,0.35963377975194544
0.3236,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.065977582987123,4.5,51.0,8.0,22.0,0.2728950245637515,0.5599727802976154,0.6898547925455542,0.5073794496198366,0.31593305409936
0.8436,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.664983113763904,5.0,78.0,5.0,29.0,0.2655960068235764,0.5387582325915479,1.0,1.0,0.2333537177295389
0.0191,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.13603148243538427,9.0,42.0,21.0,32.0,0.2596512004924829,0.6392783713128453,0.760188202378116,0.6499764911280631,0.1490781999927706
0.4118,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.16811577810296,8.5,86.0,5.0,44.0,0.0076159497108810315,0.6397493802275916,1.0,1.0,0.2635810974277283
0.1464,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.22696624320580974,4.5,22.0,76.0,20.0,0.12910108617808969,0.5290833058971388,0.8647075046657363,0.4071942513777894,0.2727223525222042
0.3473,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.6847158641762774,5.0,61.0,5.0,32.0,0.036243240154494316,0.5692881150920106,0.7365177400674393,0.6860091457226737,0.2529370495654234
0.16,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5518693749157515,4.5,88.0,5.0,34.0,0.022164871102533623,0.4848788058085308,1.0,1.0,0.1878601382149779
0.2427,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.389928425804983,4.0,77.0,5.0,29.0,0.2698620927745604,0.8558159917064158,0.6421654889861977,0.6001417324641368,0.3385383073410299
0.35,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.014452611617347,5.0,77.0,5.0,32.0,0.2231378853668805,0.6353666106572925,0.5455725108440402,0.6524209879007447,0.4098678152573609
0.8618,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.4297340467587354,3.5,70.0,9.0,25.0,0.2537485193644241,0.18981152451271377,0.7843489046179125,0.5160713113626607,0.3208784303836134
0.6818,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.4259288136577395,10.0,18.0,104.0,21.0,0.26809701945420894,0.2555914760206185,1.0,0.9353337442330399,0.20655962856297094
0.3309,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.8806096402172776,6.5,45.0,23.0,23.0,0.24853969378624352,0.5539959888770782,1.0,0.9094595954040637,0.2593531372318385
0.12,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.767539887769779,8.0,62.0,8.0,35.0,0.2700648073440148,0.6735424532845603,0.7721037209527689,0.8433827037602765,0.1943444308952864
0.1464,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.868129837589129,9.0,34.0,32.0,24.0,0.8068158563595111,0.6291437905643705,0.3638543735749403,0.308600838447313,0.8735068502429761
0.9509,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.2028001118375857,9.0,61.0,7.0,25.0,0.2790066382496785,0.23730538918084654,0.9931962803581046,0.703906417215095,0.25901381197916235
0.6718,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.999543518709712,7.0,38.0,8.0,15.0,0.0028482268950989487,0.47403807658280595,1.0,0.4633710378560839,0.6008445597117416
0.0691,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.671709925418907,6.0,16.0,67.0,15.0,0.13454272442154203,0.7498895728750389,0.9587977854845163,0.3895006134934611,0.5688267580488533
0.0127,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6787283843694619,9.5,79.0,5.0,40.0,0.26874496392291747,0.5507742258522005,0.7180303375577975,0.8060681041776322,0.2955578903353455
0.1082,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.3816744617822276,3.0,55.0,5.0,26.0,0.2833305898030707,0.6499196769430956,1.0,0.8500441656684349,0.2227996023897214
0.1391,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.8164706314708206,9.5,19.0,83.0,18.0,0.17105084186234615,0.6009714846847134,0.8610104449937931,0.3967857403360925,0.34560794250501103
0.0227,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.8574472907518226,10.5,42.0,25.0,29.0,0.24199532725892564,0.5897020234053438,1.0,1.0,0.1893703323311949
0.3464,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9471277333024778,11.0,17.0,70.0,18.0,0.24847261080733646,0.5417531545383895,1.0,0.7419597739967619,0.33714875286779505
0.5982,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.081366808771037,6.5,63.0,5.0,17.0,0.23060159552750037,0.626696745849603,1.0,0.4036470662612962,0.5772961588189272
0.1255,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7163974433153697,4.5,94.0,5.0,23.0,0.27532856223588087,0.7401208999516896,0.5845173950460066,0.41043270555739875,0.45350665178248106
0.4264,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.23035996077665,4.5,59.0,5.0,28.0,0.026074654924799434,0.4817370777162966,0.5960250674903803,0.45492651152554997,0.2634057024288136
0.7127,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.614511657544887,4.0,17.0,47.0,15.0,0.018616119563629185,0.4632841149197394,1.0,0.738115086871371,0.49630750829494175
0.8109,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.095125043455059,7.0,38.0,5.0,15.0,0.2596854515094512,0.3669456879374152,0.96487190121289,0.35111043590798074,0.6401655889197156
0.9564,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.186660875147337,6.5,92.0,5.0,30.0,0.06887553598651158,0.42277915306196967,1.0,1.0,0.24094942785936058
0.8891,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.021878449674841,6.5,15.0,44.0,15.0,0.21887700827580314,0.3992743093592308,1.0,0.78294039968846,0.4238175688122241
0.0173,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.7230158142286387,6.5,74.0,5.0,35.0,0.23132878187358163,0.7027570471629166,0.7920904440175957,0.7228219706449045,0.25546077096214814
0.0736,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.630359584130651,3.0,81.0,5.0,48.0,0.26267529597388495,0.6877243451978977,0.6748161798709053,0.8254329488234119,0.2426119292966979
0.2864,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.567061040510004,10.0,23.0,43.0,17.0,0.25906719635667663,0.640933562071795,1.0,0.4828614879209976,0.43208579149538073
0.4382,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0618207651418907,4.5,39.0,17.0,23.0,0.2484385674088594,0.4866279694978781,0.9213721103112477,0.5947151921431963,0.2683384029608742
0.9955,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6126771509988423,4.0,55.0,13.0,20.0,0.2868102348746208,0.019592491688697755,1.0,1.0,0.3178498237974195
0.2427,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.2974611253425787,7.5,76.0,10.0,38.0,0.00023777631673649324,0.5421073000907238,0.6666708934822904,0.7565750524390163,0.24164288498899306
0.0664,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.969800793790083,6.5,95.0,9.0,51.0,0.028522317232702488,0.9916541523901127,0.9604954727598266,1.0,0.32053618368280457
0.9764,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.15488906858985177,5.5,45.0,17.0,15.0,0.029610573593934764,0.07238843307991327,1.0,0.9893858001338435,0.5176554266750649
0.2482,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.8305035753501153,10.0,17.0,35.0,15.0,0.02734744175000836,0.7863923187396219,1.0,0.5291591436722927,0.45191761109075046
0.9645,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.132213124713523,3.5,52.0,10.0,17.0,0.1638253633845283,0.23194503408674205,0.9397546296837828,0.41039987682865253,0.5324993336227137
0.6882,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.3616931853664354,6.5,73.0,9.0,27.0,0.8538569010759227,0.502665937329856,0.4033021067343391,0.3862669709766573,0.7916479929672113
0.6891,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.40737058654100133,4.0,100.0,5.0,28.0,0.025336579470036258,0.33261147799520174,1.0,0.9302000913559655,0.24748473590922704
0.4055,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.4664818636912273,5.5,48.0,19.0,21.0,0.1363985227419035,0.4892938021562351,0.6554397243136404,0.4786622119614995,0.32779760041014255
0.1164,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.923395257134458,5.0,26.0,27.0,15.0,0.03242757235636973,0.7650300939111231,1.0,0.7427456679525662,0.47090369604536997
0.8127,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.104258307242341,7.5,46.0,9.0,18.0,0.10583658771711774,0.3315571750476347,0.949023285392769,0.43836521232226777,0.5504321870457313
0.7982,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8491080424818178,6.0,78.0,5.0,31.0,0.27941919742315,0.152813350205392,0.8026301391748921,0.6304807861722421,0.26542645589899494
0.4273,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.172695518030002,5.5,56.0,5.0,32.0,0.813375455762926,0.5329694108085471,0.41089998118500815,0.3285041050297278,0.8222826899040947
0.5309,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5232921360449513,10.0,71.0,6.0,32.0,0.24773756226810267,0.27568073054230324,1.0,1.0,0.1337854878245218
0.94,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8802663406622993,3.5,26.0,19.0,15.0,0.20719803398166697,0.32156731150028073,0.915229936106522,0.48504904117461933,0.5848921826011452
0.7191,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.4891105173110422,9.5,93.0,5.0,31.0,0.22876402314220745,0.33413904729826827,0.8913186302192452,0.6654311076597849,0.3299514075533915
0.6355,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.224121562834116,7.0,20.0,17.0,15.0,0.2887040624219722,0.6232068206408533,1.0,0.7778949632960289,0.5276443860803227
0.4555,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.798838127411053,5.5,63.0,9.0,30.0,0.283235251165589,0.4991839695151429,1.0,1.0,0.1482039497090917
0.5873,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.9042116026756997,8.0,86.0,5.0,29.0,0.07629817049436655,0.5475811993603026,1.0,1.0,0.2028719679141694
0.2609,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.7468430840795592,10.0,33.0,37.0,26.0,0.2332379779909457,0.5149850219491656,0.8062671282650983,0.6432966342908629,0.1460649924345251
0.2555,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.328246402163441,3.0,18.0,45.0,15.0,0.22939983741204711,0.7069967435267083,1.0,0.42589638532095286,0.4959905134660292
0.0545,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3597257271828792,9.0,77.0,5.0,29.0,0.03600425931967011,0.5208417686835611,0.63107141188798,0.5510032873358166,0.29726199060408764
0.6909,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.8580900401029057,5.0,34.0,28.0,15.0,0.15107863390534249,0.27769173128162505,0.9009743549003418,0.46309002832170243,0.6121485353570718
0.0664,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.1269738395324,6.5,84.0,5.0,47.0,0.07186582587400386,0.7292574515104019,0.8828738085886206,0.8281192857783569,0.2775053202534159
0.7491,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5948127144265865,4.0,83.0,5.0,25.0,0.10716637779591365,0.5347360799211719,0.5886305941341793,0.4849083920297027,0.36358740565668646
0.8764,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.6776686193564316,8.0,40.0,13.0,24.0,0.7673828543317477,0.3550604021653495,0.33133571256916705,0.38386080372272935,0.9112937805529001
0.4282,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.5433148264757928,10.0,68.0,5.0,25.0,0.7497273342127362,0.5306944237508725,0.6337824543486269,0.4529714708492134,0.3819493977584472
0.3327,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9452441432190172,5.0,29.0,35.0,17.0,0.029934130729807606,0.47440338187767905,1.0,0.8768896459363539,0.3690344046296964
0.9873,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6615494862955965,11.0,62.0,5.0,15.0,0.27142287441904756,0.09971470135548466,1.0,0.5720274668889148,0.6704504565148562
0.9409,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8705907178526479,3.0,59.0,8.0,20.0,0.1868854616390423,0.13549974876689141,1.0,0.562297775019775,0.41134560980117013
0.3191,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.5733674752380926,5.5,84.0,5.0,31.0,0.15489186424499995,0.5898085262609356,0.5930598638764489,0.5767903044696936,0.322011486775276
0.3782,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.7402891556655757,6.5,28.0,26.0,22.0,0.7847000832317192,0.5436892847977742,0.43509728309686235,0.26825695463356214,0.7766890809996688
0.6264,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.7039107801715416,7.5,62.0,5.0,29.0,0.14716531024878854,0.35144336908360496,0.7198021934053779,0.6332405642796313,0.2692157841237444
0.8673,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.458543935542868,5.0,80.0,5.0,18.0,0.7909381565455097,0.15851915310644038,1.0,0.46799917606256314,0.48122380150590693
0.3382,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8335964871974783,10.5,67.0,5.0,20.0,0.24918574114941272,0.6007267181277337,0.852932164793666,0.31333826736854153,0.41975020908880545
0.1555,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.4926100113702696,11.0,20.0,62.0,20.0,0.7998477559730648,0.6472995255418691,0.6428988576613409,0.17014209577925177,0.7935355346523539
0.1727,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.883227219055613,7.5,23.0,43.0,15.0,0.0743091859689553,0.6764675433794195,1.0,0.7474870676116946,0.5116755678261284
0.0727,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5896638680524869,4.5,81.0,5.0,31.0,0.2720417661917678,0.5447422403156127,0.749386793622777,0.6627375266892194,0.29322269594191613
0.9455,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8525451986496487,7.0,71.0,5.0,18.0,0.2824499151875389,0.295152128146011,1.0,0.9795380705161475,0.4029555899453265
0.2645,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.6951446286699143,4.0,53.0,5.0,29.0,0.869476336580584,0.6627482627157714,0.408204273594195,0.3231925945375437,0.7307654700670129
0.7336,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.7177027623903927,3.0,51.0,15.0,15.0,0.26854968475734814,0.40213022315461,1.0,0.7768263164764561,0.5607026180202738
0.8327,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5994475483434024,10.0,19.0,34.0,15.0,0.868814657695447,0.35144195725923477,0.9969104133552819,0.42949143149100455,0.5494933924117962
0.8545,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8427865567073143,11.0,77.0,5.0,24.0,0.07680489790282025,0.22858733567746825,1.0,0.883155809401022,0.24748804888157544
0.1173,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.332381514200239,4.0,46.0,20.0,26.0,0.10020836255512827,0.48890814667261573,1.0,0.8928046582625345,0.14742487340826396
0.94,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.9935656464158533,6.0,60.0,5.0,15.0,0.055844899933932546,0.3377733273025464,1.0,0.8506286427419757,0.6782401974602983
0.5655,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.3209476321822327,8.5,92.0,5.0,35.0,0.2873547576745513,0.5594965375354968,0.793110598193631,0.803872310212394,0.24968916689084525
0.3109,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0395574911146492,5.0,43.0,19.0,29.0,0.010932799027522366,0.47630322648833845,0.8750530623323897,0.6997532235196539,0.29318897261063215
0.9473,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5957960316142649,6.5,25.0,22.0,15.0,0.26805524113305274,0.29344611224827466,1.0,0.7029135928021503,0.4235414391072806
0.2791,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.45343135111947497,7.5,32.0,25.0,24.0,0.03806273369334845,0.5254349206519416,1.0,1.0,0.18194184985765013
0.6445,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.6020649978691497,11.0,52.0,8.0,24.0,0.8337140762307109,0.48498361556719394,0.34923822754620104,0.3749170668624048,0.8245400831471156
0.27,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.618228830791419,10.5,43.0,13.0,20.0,0.28637177455026025,0.6618457088509518,1.0,0.580042231273501,0.30446890640649693
0.9155,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.114730213890797,8.5,40.0,5.0,15.0,0.27713700106778694,0.43961153324220414,1.0,0.4456879513186961,0.5779849414705102
0.5636,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.7154549566686237,5.0,24.0,33.0,15.0,0.029997519079294654,0.43099108462725777,1.0,0.8897795678667778,0.44898685284685946
0.4918,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.286304334716147,7.5,48.0,7.0,21.0,0.07292098447468204,0.4736188827667501,0.6526231890172817,0.533376099304547,0.41889879790319384
0.3836,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.587116154920703,7.0,42.0,7.0,20.0,0.24016930608211812,0.6803680754092934,0.9149048420200846,0.6429295339738296,0.3924935545616548
0.0655,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.1872977905632052,8.0,83.0,5.0,40.0,0.28988924643735425,0.5497281842330936,0.7268889544825315,0.7716203843660542,0.31986168355729594
0.3309,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.21770760704195907,9.0,56.0,9.0,32.0,0.8447045051092086,0.3994585840507433,0.21325364137764213,0.37471831613884343,0.6784332582790125
0.0055,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.4498461641204896,8.0,21.0,51.0,22.0,0.05480053702408938,0.7038046442565534,1.0,0.7787105903395645,0.18758345806103124
0.5427,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.887656585085909,9.5,29.0,15.0,15.0,0.11594622834496271,0.6415252776623291,1.0,0.4371259824818352,0.5221752483444994
0.1627,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.2049047530603483,10.5,40.0,21.0,24.0,0.8572008113399987,0.605562692506708,0.49380740097016596,0.14266957299376282,0.7704388651651082
0.5127,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.9733857716986023,5.0,21.0,15.0,15.0,0.29084550785373403,0.6698772709832527,1.0,0.4256143024514808,0.5223166237441508
0.7891,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.8760536965860384,7.0,28.0,28.0,17.0,0.8002422288518368,0.3682112239228209,0.6027377140232685,0.2272675434679291,0.8981790146093797
0.7655,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.1858033715956457,6.0,75.0,5.0,29.0,0.16808584297276408,0.17364026862212556,0.86533342468309,0.7520309923042184,0.26358172454703765
0.1391,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.4901803027606775,5.5,24.0,31.0,17.0,0.08726485743767076,0.7448608987079329,1.0,0.516869061358846,0.506180000583861
0.6409,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.9751417689870596,5.5,83.0,5.0,40.0,0.2352080364839873,0.3679842474157723,0.8325099894724376,0.83518914017633,0.2980005856302878
0.7291,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.508687355084366,3.5,59.0,5.0,30.0,0.8750392177081404,0.3305964091033383,0.5380809976531963,0.4418825526038167,0.7793470979012707
0.0955,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.064575896413705,8.5,98.0,5.0,54.0,0.20100022017834357,0.7359918505874014,0.7811774997730775,0.8773118266956109,0.27593761828020746
0.1427,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.024341439584532,4.0,18.0,60.0,18.0,0.13319763647914779,0.6644122661812336,1.0,0.5462717005536679,0.405827120214504
0.3964,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.962861017970009,7.5,73.0,5.0,37.0,0.27388364523184044,0.6717943286420581,0.6841579943892292,0.6894841430793271,0.22016976525512588
0.0209,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5982925443401935,9.5,27.0,46.0,20.0,0.11583327093170931,0.6541910186367744,0.6939075302315779,0.32906768575293144,0.32186351901854704
0.0955,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.2975415832321846,7.5,51.0,5.0,32.0,0.7306104132247292,0.6234208560940285,0.6302838749586382,0.5647582740407983,0.34919700690138084
0.8855,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.459272179393848,5.0,74.0,5.0,28.0,0.06498679324466317,0.3370706026757436,1.0,1.0,0.14747289759211366
0.7391,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.856214559248986,9.0,81.0,5.0,43.0,0.806227079251275,0.37874841022074834,0.20874639605905487,0.5185891505527437,0.8934088341611799
0.8909,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.754658418488543,10.0,67.0,9.0,24.0,0.11312366989902545,0.13416084782191973,1.0,0.9012934274189198,0.22889357718747938
0.8291,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6654983145011714,4.0,93.0,9.0,28.0,0.28200462733503806,0.2593988043345712,0.8866482714059792,0.7547253980321856,0.2842074021156432
0.5964,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.768702259882125,8.5,43.0,12.0,18.0,0.1226858028184371,0.41613718471279737,0.9017720489621542,0.4934319803410482,0.48640784644291346
0.7736,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.3383741849728388,9.0,83.0,5.0,38.0,0.23908849254533288,0.4091854424474691,1.0,1.0,0.19143479588181764
0.7645,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.405351922354365,8.5,89.0,5.0,42.0,0.05402483063277708,0.4386214331329985,1.0,1.0,0.1914959360845227
0.7791,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.16423988507131,10.0,77.0,5.0,39.0,0.07003954141096774,0.3110587531275274,0.9039957189785098,0.7690151237200481,0.3132937312182033
0.3773,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.2575771634980426,11.0,32.0,29.0,19.0,0.2726717348769171,0.5587315754986275,1.0,0.8342957613227105,0.29814092821184013
0.9791,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.23024154353057,4.0,57.0,5.0,28.0,0.216891573920364,0.10815944846507053,0.8179918330816643,0.5681146305779644,0.2794221201561194
0.5255,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.821913884560836,11.0,46.0,12.0,23.0,0.27388691684645505,0.4453013837228219,0.8850061186268218,0.6141347073076897,0.2720871905296214
